Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Western,Valley Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,156,5
Western,Valley Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,20,1
Central,Cobequid Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,27,1
Central,Cobequid Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,774,2
Western,Yarmouth Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,61,5
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-07-01,Discharges,15,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,1,4
Central,Cobequid Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,"1,849",3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,18,
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,1,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,2,0
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,4,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,189,2
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,"3,342",3
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,683,4
Western,Roseway Hospital,Community Hospital,2023-07-01,Discharges,22,
Central,QEII,Tertiary Hospital,2023-07-01,Emergency Visits CTAS,43,5
Western,Yarmouth Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,757,4
Western,Roseway Hospital,Community Hospital,2023-07-01,Admits,22,
Central,QEII,Tertiary Hospital,2023-07-01,Surgical Cases,"3,396",
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,"1,252",
Western,Fishermen's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,27,2
Eastern,Cape Breton Complex,Regional Hospital,2023-07-01,Emergency Visits CTAS,"1,065",4
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,762,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,174,4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,28,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,1,1
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,13,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,41,3
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,99,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,47,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Admits,21,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,70,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits,494,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,18,2
Eastern,Cape Breton Regional Hospice,Hospice,2023-07-01,Discharges,8,
Northern,All Saints Springhill Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,455,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,9,5
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,388,4
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Surgical Cases,620,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Admits,12,
Northern,All Saints Springhill Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,109,3
IWK,IWK Health Centre,Tertiary Hospital,2023-07-01,Surgical Cases,"2,384",
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Emergency Visits,"4,236",
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Admits,216,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits,"2,305",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,229,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,46,4
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-07-01,Discharges,2,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,33,3
Central,Hants Community Hospital,Community Hospital,2023-07-01,Surgical Cases,100,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-07-01,Discharges,15,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,829,3
Central,Dartmouth General Hospital,Regional Hospital,2023-07-01,Surgical Cases,808,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-07-01,Emergency Visits,376,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,175,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,4,0
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,81,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,6,2
Northern,South Cumberland Community Care Centre,Community Hospital,2023-07-01,Admits,2,
Northern,All Saints Springhill Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,16,2
Western,Queens General Hospital,Community Hospital,2023-07-01,Emergency Visits,875,
Central,Cobequid Community Health Centre,Community Hospital,2023-07-01,Emergency Visits,"4,269",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,56,2
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits,"2,046",
Western,Valley Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits,"4,537",
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,"1,138",4
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,608,4
Central,Hants Community Hospital,Community Hospital,2023-07-01,Admits,40,
Western,Annapolis Community Health Centre,Community Hospital,2023-07-01,Admits,7,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,110,5
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-07-01,Emergency Visits,"2,949",
Northern,All Saints Springhill Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,6,0
Western,Roseway Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,19,2
Western,Roseway Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,2,1
Western,Roseway Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,221,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,16,3
Western,Roseway Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,485,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-07-01,Discharges,19,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-07-01,Admits,9,
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,"1,083",3
Western,Digby General Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,89,5
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,308,2
Western,Queens General Hospital,Community Hospital,2023-07-01,Discharges,28,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,9,2
Western,Roseway Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,31,5
Eastern,Cape Breton Complex,Regional Hospital,2023-07-01,Emergency Visits CTAS,"1,020",2
Eastern,Cape Breton Complex,Regional Hospital,2023-07-01,Emergency Visits,"3,963",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,783,4
Northern,Aberdeen Hospital,Regional Hospital,2023-07-01,Discharges,395,
Western,Queens General Hospital,Community Hospital,2023-07-01,Admits,31,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,53,5
Eastern,Strait Richmond Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,3,1
Central,QEII,Tertiary Hospital,2023-07-01,Discharges,"1,998",
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-07-01,Emergency Visits CTAS,675,4
Northern,All Saints Springhill Hospital,Community Hospital,2023-07-01,Emergency Visits,675,
Central,QEII,Tertiary Hospital,2023-07-01,Admits,"2,004",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-07-01,Emergency Visits CTAS,25,5
Western,Annapolis Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,5,3
Central,Hants Community Hospital,Community Hospital,2023-07-01,Emergency Visits,"1,394",
Western,Annapolis Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,102,4
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,178,4
Western,South Shore Regional Hospital,Regional Hospital,2023-07-01,Admits,241,
Northern,Aberdeen Hospital,Regional Hospital,2023-07-01,Emergency Visits,"2,683",
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,110,3
Western,Annapolis Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,92,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-07-01,Emergency Visits CTAS,22,2
IWK,IWK Health Centre,Tertiary Hospital,2023-07-01,Admits,"1,391",
IWK,IWK Health Centre,Tertiary Hospital,2023-07-01,Emergency Visits,"3,198",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-07-01,Discharges,13,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-07-01,Admits,5,
Eastern,Cape Breton Complex,Regional Hospital,2023-07-01,Discharges,963,
Eastern,Strait Richmond Hospital,Community Hospital,2023-07-01,Emergency Visits CTAS,126,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Discharges,4,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Surgical Cases,80,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Discharges,17,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,2,0
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,27,5
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,329,4
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,148,4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,530,
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits,"3,841",
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,1,1
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,201,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,766,3
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,603,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,16,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,2,1
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,40,2
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,116,3
Western,Roseway Hospital,Community Hospital,2023-06-01,Emergency Visits,515,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Discharges,8,
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Admits,"1,026",
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,66,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,11,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,326,4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,46,5
Western,Roseway Hospital,Community Hospital,2023-06-01,Admits,35,
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,455,4
Northern,South Cumberland Community Care Centre,Community Hospital,2023-06-01,Admits,2,
Western,Queens General Hospital,Community Hospital,2023-06-01,Emergency Visits,821,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Discharges,75,
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,4,1
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,63,5
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Admits,21,
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,273,3
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits,"1,272",
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,59,5
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,91,2
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,7,0
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,796,
Central,Hants Community Hospital,Community Hospital,2023-06-01,Admits,38,
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,15,2
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Discharges,2,
Western,Digby General Hospital,Community Hospital,2023-06-01,Emergency Visits,882,
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Discharges,"1,431",
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-06-01,Admits,17,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Surgical Cases,680,
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,508,4
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Emergency Visits,238,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Discharges,16,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,353,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,138,3
Central,QEII,Tertiary Hospital,2023-06-01,Emergency Visits,"6,188",
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Discharges,10,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,979,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,40,5
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,408,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,160,3
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,29,2
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Discharges,14,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,306,3
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,422,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,103,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,63,5
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,656,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,11,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,35,3
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,111,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,531,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,13,2
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits CTAS,51,5
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,504,4
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Surgical Cases,766,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-06-01,Admits,10,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-06-01,Discharges,3,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits,"1,954",
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Emergency Visits,315,
Western,South Shore Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,25,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,82,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,211,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,54,3
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,4,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,1,0
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Admits,7,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits,"2,753",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,512,2
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,37,5
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits CTAS,908,4
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits,"3,670",
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Discharges,409,
Western,Queens General Hospital,Community Hospital,2023-06-01,Admits,36,
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Emergency Visits,708,
Central,QEII,Tertiary Hospital,2023-06-01,Discharges,"2,359",
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Admits,523,
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits,"2,447",
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Discharges,"1,037",
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Emergency Visits,"3,303",
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,631",3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-06-01,Admits,3,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,637,
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,048",2
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Discharges,34,
Western,Queens General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,361,3
Western,Queens General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,380,4
Western,Queens General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,33,5
Western,Queens General Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,47,2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,8,2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,74,5
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,8,0
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Admits,420,
Central,Hants Community Hospital,Community Hospital,2023-06-01,Surgical Cases,180,
Eastern,Cape Breton Complex,Regional Hospital,2023-06-01,Emergency Visits CTAS,32,1
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,67,5
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Surgical Cases,480,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,40,3
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,1,1
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,205,4
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Discharges,453,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,101,4
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Admits,306,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,32,1
Northern,All Saints Springhill Hospital,Community Hospital,2023-06-01,Admits,29,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-06-01,Discharges,40,
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,42,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Discharges,197,
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,524,4
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,6,1
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,503,3
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,38,5
Central,Hants Community Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,200,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,796,3
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,155,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-06-01,Emergency Visits,238,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,626,4
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,860,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Admits,73,
Western,Digby General Hospital,Community Hospital,2023-06-01,Admits,39,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-06-01,Discharges,21,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-06-01,Admits,42,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,187",3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,612,4
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,849,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,872,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,186,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,95,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,2,1
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,1,2
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,3,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,3,5
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,4,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,230,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,37,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,31,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Discharges,4,
Northern,South Cumberland Community Care Centre,Community Hospital,2023-06-01,Discharges,2,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Admits,233,
Central,Hants Community Hospital,Community Hospital,2023-06-01,Discharges,41,
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,706,4
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,17,1
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,191",3
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,104,5
Northern,Aberdeen Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,428,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-06-01,Admits,4,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits,236,
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-06-01,Discharges,20,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-06-01,Surgical Cases,328,
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Surgical Cases,"1,320",
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-06-01,Admits,2,
Eastern,Strait Richmond Hospital,Community Hospital,2023-06-01,Admits,24,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,467,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,55,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,94,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,2,0
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,342,3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Surgical Cases,598,
Western,Annapolis Community Health Centre,Community Hospital,2023-06-01,Discharges,8,
Western,Valley Regional Hospital,Regional Hospital,2023-06-01,Admits,673,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-06-01,Discharges,255,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-06-01,Surgical Cases,584,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Admits,18,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Admits,459,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-06-01,Admits,18,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,23,1
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,3,2
Western,Digby General Hospital,Community Hospital,2023-06-01,Discharges,44,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-06-01,Emergency Visits CTAS,82,5
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,27,5
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,965,4
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,590",3
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,"1,230",2
Central,Dartmouth General Hospital,Regional Hospital,2023-06-01,Emergency Visits CTAS,29,1
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-06-01,Emergency Visits CTAS,15,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,12,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,46,4
IWK,IWK Health Centre,Tertiary Hospital,2023-06-01,Admits,"1,453",
Western,Fishermen's Memorial Hospital,Community Hospital,2023-06-01,Discharges,34,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-06-01,Surgical Cases,380,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Admits,4,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-06-01,Emergency Visits CTAS,5,5
